,TotalSF,OverallQual,KitchenExterQual,GrLivArea,TotalBsmtSF,GarageArea,GarageCars,Baths,ExterQual,KitchenQual,BsmtQual,GarageYrBlt,FullBath,YearBuilt,1stFlrSF,After91,LotFrontage,YearRemodAdd,FireplaceQu,HasFireplaces,FoundationGroup_PConc,TotRmsAbvGrd,Fireplaces,HeatingQC,NeighGroup_NNS,BsmtFinSF1,GarageFinish_Unf,HasOpenPorchSF,HeatingEx,NeighGroup_BlueSwis,MSSubClassGroup_60,BsmtUnfSF,GarageType_Attchd,OverallCond,2ndFlrSF,Foundation_CBlock,MSZoningGroup_Group2,GarageType_Detchd,BsmtFinType1_GLQ,Ext1stGrp_Group2,MasVnrArea,LotArea,SaleCondition_Partial,LotShapeGroup_Group3,MSSubClassGroup_Group2,GarageFinish_RFn,SaleTypeGroup_Group2,BedroomAbvGr,Ext1stGrp_Group4,NeighGroup_BNS,MSZoning_RM,Neighborhood_NAmes,HasWoodDeckSF,Exterior1st_VinylSd,NeighGroup_STV,MasVnrType_None,NeighGroup_C3,OpenPorchSF,GarageFinish_None,Neighborhood_NridgHt,HasMasVnrArea,Electrical_SBrkr,MSSubClass_30,Neighborhood_Somerst,MasVnrGroup_Group3,GarageCond,Neighborhood_NoRidge,Exterior2nd_Wd Sdng,MSZoning_RL,WoodDeckSF,SaleType_WD,NeighGroup_BrMeadow,HasGarageArea,MasVnrGroup_Group2,BsmtCond,Neighborhood_OldTown,MSSubClassGroup_Group1,Neighborhood_CollgCr,Neighborhood_Gilbert,Fence_None,GarageQual,CentralAir_Y,Exterior1st_Wd Sdng,HouseStyle_2Story,HasEnclosedPorch,Neighborhood_IDOTRR,MSZoning_FV,BsmtFullBath,PavedDrive_Y,HasScreenPorch,ExposureGroup_Group2,Neighborhood_BrkSide,LotConfig_CulDSac,HasTotalBsmtSF,ExposureGroup_Group4,Neighborhood_NPkVill,Alley_None,Fence_MnPrv,ExposureGroup_None,RoofstyleGroup_Group2,GarageType_BuiltIn,MSSubClass_50,Electrical_FuseF,Has2ndFlrSF,BldgGroup_BldgGroup,Neighborhood_BrDale,MSSubClass_160,Ext1stGrp_Group3,Neighborhood_Edwards,Exterior1st_MetalSd,SaleCondition_Normal,HouseStyle_SLvl,Neighborhood_Sawyer,SaleType_ConLD,MSSubClass_80,Foundation_Wood,BsmtFinType1_Rec,LandContourGroup_Group2,Ext1stGrp_Group5,YrSold,Neighborhood_StoneBr,Exterior2nd_Plywood,GarageType_CarPort,MSSubClass_90,LandContourGroup_Group3,MSSubClassGroup_Group3,Neighborhood_Crawfor,Neighborhood_NWAmes,LotConfig_Inside,Functional_Typ,Neighborhood_SawyerW,Exterior2nd_HdBoard,BldgType_Twnhs,KitchenAbvGr,MSSubClass_180,ExterCond,LandContour_Low,HouseStyle_SFoyer,HouseStyle_1Story,FoundationGroup_Slab,MSSubClass_85,Neighborhood_Mitchel,Exterior2nd_Stucco,PoolQC,HouseStyle_1.5Unf,MSSubClass_20,Alley_Pave,RoofStyle_Shed,BsmtFinType1_BLQ,SaleCondition_Alloca,Exterior2nd_Wd Shng,BsmtExposure_Mn,Electrical_FuseP,Heating_Wall,MSSubClass_45,Neighborhood_Blueste,Neighborhood_Timber,Functional_Min2,HasMiscVal,RoofStyle_Hip,BldgType_2fmCon,Exterior2nd_Brk Cmn,LandContour_HLS,LotShape_IR3,LotShape_IR2,Exterior1st_AsphShn,Exterior2nd_AsphShn,PavedDrive_P,RoofMatl_WdShake,LotShapeGroup_Group2,RoofMatl_WdShngl,Street_Pave,Condition1_RRAe,Condition2_Feedr,SaleType_CWD,SaleConditionGroup_Group2,Functional_Mod,BsmtFinType2_BLQ,RoofMatl_Tar&Grv,MSZoning_RH,HouseStyle_2.5Unf,Neighborhood_Veenker,MSSubClass_70,Exterior1st_CemntBd,Condition1_PosA,Condition1_PosN,Neighborhood_SWISU,Condition2_Norm,BsmtFinSF2,Exterior1st_WdShing,Neighborhood_MeadowV,MSSubClass_40,Condition2_PosA,BsmtFinType2_Rec,LowQualFinSF,RoofStyle_Gambrel
728,3360.0,5,6.0,1776,1584.0,888.0,3.0,3.0,3,3.0,3,1968.0,2,1958,1776,0,85.0,1958,0,0,0,9,0,3,0,0.0,1,1,0,1,0,1584.0,0,5,0,1,1,1,0,1,95.0,11475,0,1,0,0,0,4,0,0,0,1,0,1,0,0,0,25,0,0,1,1,0,0,0,3,0,0,1,0,0,0,1,1,3,0,1,0,0,1,3,1,0,0,0,0,0,1.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
729,1988.0,4,6.0,1208,780.0,539.0,2.0,1.0,3,3.0,3,1962.0,1,1925,848,0,52.0,1950,0,0,0,5,0,3,0,152.0,1,1,0,0,0,628.0,0,5,0,1,0,1,0,0,0.0,6240,0,1,1,0,0,2,1,0,1,0,0,0,0,1,0,23,0,0,0,0,1,0,0,3,0,0,0,0,1,1,1,0,3,0,0,0,0,1,3,1,0,0,1,1,0,0.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2009,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,360,0
730,3211.0,8,8.0,1616,1595.0,608.0,2.0,3.0,4,4.0,4,1995.0,2,1995,1616,1,39.0,1996,3,1,1,5,1,5,1,1180.0,0,1,1,0,0,415.0,1,5,0,0,1,0,1,1,0.0,5389,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,152,0,0,0,1,0,0,0,3,0,0,1,237,1,0,1,0,3,0,0,0,0,1,3,1,0,0,0,0,0,1.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0
731,2014.0,7,8.0,1146,868.0,438.0,2.0,3.0,4,4.0,5,2003.0,2,2003,1146,1,73.0,2003,4,1,1,6,1,5,0,786.0,0,1,1,0,0,82.0,1,5,0,0,1,0,1,1,442.0,9590,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0,22,0,0,1,1,0,0,0,3,0,0,1,160,1,0,1,1,3,0,0,0,0,1,3,1,0,0,0,0,0,1.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2007,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
732,3184.0,7,8.0,2031,1153.0,541.0,2.0,2.5,4,4.0,4,1998.0,2,1998,1153,1,75.0,1999,3,1,1,8,1,5,0,252.0,0,1,1,0,1,901.0,1,5,878,0,1,0,0,1,202.0,11404,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,84,0,0,1,1,0,0,0,3,0,0,1,192,1,0,1,1,3,0,0,1,0,1,3,1,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
733,2008.0,5,6.0,1144,864.0,264.0,1.0,2.0,3,3.0,3,1961.0,1,1961,1144,0,80.0,1983,3,1,0,6,1,5,0,594.0,0,0,1,1,0,270.0,1,6,0,1,1,0,0,0,0.0,10000,0,1,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,165,1,0,1,0,3,0,0,0,0,0,3,1,0,0,0,0,0,1.0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2009,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
734,1896.0,5,6.0,948,948.0,300.0,1.0,1.0,3,3.0,3,1968.0,1,1968,948,0,60.335894483216904,1968,0,0,1,6,0,3,0,0.0,1,0,0,1,0,948.0,1,5,0,0,1,0,0,0,0.0,8978,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,147,1,0,1,0,3,0,0,0,0,1,3,1,0,0,0,0,0,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2007,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
735,2648.0,7,6.0,1768,880.0,320.0,2.0,1.5,3,3.0,4,1914.0,1,1914,880,0,60.0,1970,3,1,0,6,2,2,0,390.0,1,1,0,0,0,490.0,0,7,888,0,0,1,0,0,0.0,10800,0,1,0,0,0,2,1,0,1,0,0,0,0,1,0,341,0,0,0,1,0,0,0,3,0,1,0,0,1,0,1,0,3,1,0,0,0,1,3,0,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2006,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
736,1040.0,3,6.0,1040,0.0,400.0,2.0,2.0,3,3.0,0,1949.0,2,1950,1040,0,60.0,1950,0,0,0,6,0,4,0,0.0,1,0,0,1,0,0.0,0,4,0,1,1,1,0,0,0.0,8544,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2006,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
737,2694.0,8,8.0,1801,893.0,800.0,3.0,2.5,4,4.0,4,2005.0,2,2005,901,1,72.0,2005,4,1,1,8,1,5,0,0.0,0,1,1,0,1,893.0,1,5,900,0,1,0,0,1,0.0,10463,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,116,0,0,0,1,0,0,0,3,0,0,1,0,1,0,1,0,3,0,0,0,1,1,3,1,0,1,0,0,0,0.0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
738,2400.0,5,6.0,1200,1200.0,0.0,0.0,6.0,3,3.0,4,1965.8407643312103,3,1987,1200,0,60.0,1988,0,0,0,5,0,3,0,1200.0,0,0,0,0,0,0.0,0,5,0,1,1,0,1,0,0.0,10800,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,120,1,0,0,0,4,0,1,0,0,1,0,1,0,0,0,0,0,3.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2009,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
739,2592.0,7,8.0,1728,864.0,572.0,2.0,2.5,4,4.0,4,2004.0,2,2004,864,1,65.0,2004,0,0,1,7,0,5,0,0.0,0,1,1,0,1,864.0,1,5,864,0,1,0,0,1,0.0,9313,0,0,0,1,0,3,0,0,0,0,1,1,0,1,1,56,0,0,0,1,0,0,0,3,0,0,1,187,1,0,1,0,3,0,0,1,0,1,3,1,0,1,0,0,0,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
740,1696.0,5,6.0,1432,264.0,360.0,2.0,2.0,3,3.0,2,1910.0,2,1910,768,0,60.0,2002,0,0,0,7,0,5,0,0.0,1,0,1,0,0,264.0,0,7,664,0,0,1,0,0,0.0,9600,0,1,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,270,1,0,1,0,2,1,1,0,0,0,3,1,1,1,1,0,0,0.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0
741,1824.0,6,7.0,912,912.0,288.0,1.0,2.5,3,4.0,3,1962.0,1,1961,912,0,65.0,1996,0,0,0,5,0,4,0,832.0,1,0,0,1,0,80.0,0,8,0,1,1,1,1,0,0.0,6768,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,168,1,0,1,0,3,0,0,0,0,0,3,1,0,0,0,0,0,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2008,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
742,2698.0,7,6.0,1349,1349.0,539.0,2.0,2.0,3,3.0,4,2000.0,2,2000,1349,1,65.0,2001,0,0,1,6,0,5,0,0.0,1,1,1,0,0,1349.0,1,5,0,0,1,0,0,1,108.0,8450,0,1,0,0,0,3,0,1,0,0,1,1,0,0,0,55,0,0,1,1,0,0,0,3,0,0,1,120,1,0,1,1,3,0,0,0,0,0,3,1,0,0,0,0,0,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
743,1984.0,5,6.0,1464,520.0,480.0,2.0,2.5,3,3.0,4,1997.0,2,1963,1464,0,70.0,1999,3,1,0,6,1,5,0,444.0,0,0,1,1,0,76.0,1,6,0,1,1,0,0,0,0.0,12886,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,302,1,0,1,0,3,0,0,0,0,1,3,1,0,0,0,0,0,0.0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,2009,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
744,2674.0,8,8.0,1337,1337.0,462.0,2.0,3.0,4,4.0,4,1993.0,2,1993,1337,1,41.0,1993,3,1,1,5,1,4,1,733.0,0,0,0,0,0,604.0,1,5,0,0,1,0,1,0,0.0,5395,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,96,1,0,1,0,3,0,0,0,0,1,3,1,0,0,1,0,0,1.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2008,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
745,3857.0,8,9.0,2715,1142.0,831.0,2.0,4.0,5,4.0,3,1994.0,3,1976,1175,0,77.97096769002223,1996,3,1,0,11,2,5,0,575.0,0,1,1,0,1,487.0,0,9,1540,1,1,0,1,1,289.0,8963,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,204,0,0,1,1,0,0,0,3,0,0,1,0,1,0,1,1,4,0,0,0,0,1,3,1,0,1,0,0,0,0.0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,80.0,0,0,0,0,0,0,0
746,3208.0,7,8.0,2256,952.0,554.0,2.0,2.5,4,4.0,4,2000.0,2,2000,980,1,73.13471029001012,2000,3,1,1,8,1,5,0,300.0,0,1,1,0,1,652.0,0,5,1276,0,1,0,1,1,0.0,8795,0,0,0,0,0,4,0,1,0,0,1,1,0,1,0,54,0,0,0,1,0,0,0,3,0,0,1,224,1,0,1,0,3,0,0,0,1,1,3,1,0,1,0,0,0,0.0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
747,3880.0,7,8.0,2640,1240.0,864.0,4.0,1.5,4,4.0,3,1950.0,1,1880,1320,0,65.0,2003,4,1,0,8,1,3,0,0.0,1,0,0,0,0,1240.0,0,7,1320,0,0,1,0,0,0.0,11700,0,0,0,0,0,4,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,181,1,0,1,0,2,1,1,0,0,1,3,0,0,1,1,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0
748,3440.0,7,8.0,1720,1720.0,527.0,2.0,3.0,4,4.0,4,1996.0,2,1996,1720,1,59.0,1996,3,1,1,7,1,5,1,919.0,0,1,1,0,0,801.0,1,5,0,0,1,0,1,1,338.0,10593,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,56,0,0,1,1,0,0,0,3,1,0,1,240,1,0,1,1,3,0,0,0,0,1,3,1,0,0,1,0,0,1.0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
749,1529.0,4,6.0,1529,0.0,240.0,1.0,2.0,3,3.0,0,1945.0,2,1945,1088,0,50.0,1950,0,0,0,9,0,3,0,0.0,1,0,0,0,0,0.0,0,3,441,0,1,1,0,0,0.0,8405,0,1,0,0,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,92,1,0,1,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2009,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
750,1716.0,4,6.0,1140,576.0,0.0,0.0,1.0,3,3.0,3,1949.8125,1,1910,792,0,55.0,2004,0,0,0,7,0,4,0,0.0,0,1,0,0,0,576.0,0,7,348,0,0,0,0,0,0.0,8800,0,1,0,0,0,3,1,0,1,0,0,0,0,1,0,160,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,0,0,1,0,1,1,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
751,1980.0,7,8.0,1320,660.0,400.0,2.0,2.5,4,4.0,4,2003.0,2,2003,660,1,61.28751907398642,2003,0,0,1,6,0,5,0,0.0,0,1,1,0,1,660.0,1,5,660,0,1,0,0,1,0.0,7750,0,1,0,0,0,3,0,1,0,0,0,1,0,1,0,48,0,0,0,1,0,0,0,3,0,0,1,0,1,0,1,0,3,0,0,0,1,1,3,1,0,1,0,0,0,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
752,2973.0,6,7.0,1494,1479.0,576.0,2.0,3.0,3,4.0,4,1997.0,2,1997,1494,1,79.0,1997,0,0,1,6,0,5,0,1200.0,0,1,1,0,0,279.0,1,5,0,0,1,0,1,1,0.0,9236,0,0,0,1,0,3,0,0,0,0,1,1,0,1,1,27,0,0,0,1,0,0,0,3,0,0,1,168,1,0,1,0,3,0,0,1,0,1,3,1,0,0,0,0,0,1.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2006,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
753,3128.0,8,9.0,2098,1030.0,878.0,3.0,2.5,4,5.0,4,2005.0,2,2005,1038,1,80.0,2005,4,1,1,8,1,4,1,0.0,0,1,0,0,1,1030.0,1,5,1060,0,1,0,0,1,178.0,10240,0,1,0,1,0,3,0,0,0,0,1,1,0,0,0,52,0,1,1,1,0,0,0,3,0,0,1,192,1,0,1,1,3,0,0,0,0,1,3,1,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2006,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0
754,2052.0,6,7.0,1026,1026.0,440.0,2.0,2.0,3,4.0,3,1969.0,1,1969,1026,0,61.0,2005,0,0,0,5,0,4,0,439.0,0,1,0,1,0,115.0,0,8,0,1,1,1,1,0,0.0,7930,0,1,0,1,0,3,0,0,0,1,1,0,0,1,0,48,0,0,0,1,0,0,0,3,0,0,1,171,1,0,1,0,3,0,0,0,0,1,3,1,0,0,0,0,0,1.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2009,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,472.0,0,0,0,0,0,0,0
