,OverallQual,GarageCars,TotalBsmtSF,GrLivArea,GarageArea,FullBath,YearBuilt,GarageYrBlt,ExterQual_TA,1stFlrSF,KitchenQual_TA,LotFrontage,ExterQual_Gd,Foundation_PConc,TotRmsAbvGrd,KitchenQual_Gd,YearRemodAdd,BsmtQual_Gd,Fireplaces,BsmtFinSF1,BsmtQual_TA,FireplaceQu_None,GarageFinish_Unf,GarageType_Attchd,BsmtUnfSF,GarageType_Detchd,MSSubClass_60,2ndFlrSF,OverallCond,BsmtFinType1_GLQ,Foundation_CBlock,Exterior1st_VinylSd,LotShape_Reg,MSSubClass_30,HeatingQC_TA,LotArea,MasVnrArea,MasVnrType_None,Neighborhood_NAmes,MSZoning_RM,CentralAir_Y,SaleCondition_Partial,GarageQual_None,HalfBath,GarageFinish_RFn,FireplaceQu_Gd,Neighborhood_NridgHt,GarageQual_TA,HouseStyle_2Story,FireplaceQu_TA,WoodDeckSF,PavedDrive_Y,GarageCond_TA,Neighborhood_NoRidge,MSZoning_RL,SaleType_WD,BedroomAbvGr,Electrical_SBrkr,MasVnrType_Stone,Neighborhood_Somerst,Neighborhood_CollgCr,OpenPorchSF,PoolQC_None,BsmtExposure_Gd,Neighborhood_Gilbert,Street_Pave,Neighborhood_OldTown,KitchenAbvGr,BsmtExposure_No,YrSold,Fence_MnPrv,MSZoning_FV,MasVnrType_BrkFace,Neighborhood_MeadowV,Exterior1st_Wd Sdng,EnclosedPorch,BsmtCond_Gd,Exterior2nd_Wd Sdng,KitchenQual_Fa,BsmtFinType1_Rec,BsmtFinSF2,MSSubClass_160,Exterior1st_CemntBd,Neighborhood_ClearCr,Neighborhood_BrkSide,RoofStyle_Hip,Neighborhood_IDOTRR,GarageType_BuiltIn,MSSubClass_50,Neighborhood_StoneBr,HeatingQC_Gd,Neighborhood_Sawyer,PavedDrive_P,Fence_None,HouseStyle_SFoyer,GarageCond_Fa,SaleCondition_Normal,MSSubClass_45,Functional_Typ,LotConfig_Inside,Exterior1st_MetalSd,Electrical_FuseF,Exterior1st_HdBoard,BsmtQual_Fa,HeatingQC_Fa,Exterior2nd_Plywood,ExterCond_TA,BldgType_Duplex,LotConfig_CulDSac,Alley_None,LotShape_IR2,Neighborhood_Edwards,BsmtFinType2_BLQ,RoofStyle_Gable,GarageCond_Po,Functional_Min2,LandSlope_Mod,ScreenPorch,ExterQual_Fa,Neighborhood_SawyerW,FireplaceQu_Po,LandContour_Lvl,MSSubClass_40,LandContour_HLS,RoofMatl_Tar&Grv,SaleType_ConLw,BsmtExposure_None,Neighborhood_BrDale,RoofStyle_Mansard,MiscVal,BldgType_TwnhsE,Alley_Pave,Exterior1st_WdShing,GarageType_CarPort,Fence_GdWo,Exterior1st_BrkFace,Condition2_Norm,BsmtFinType1_Unf,Heating_Grav,HouseStyle_SLvl,Foundation_Slab,BsmtExposure_Mn,MSSubClass_70,BsmtFinType2_Rec,Condition1_RRAe,Exterior2nd_BrkFace,HouseStyle_1.5Unf,Neighborhood_Mitchel,Electrical_FuseP,Neighborhood_NWAmes,MSSubClass_180,HouseStyle_2.5Unf,RoofStyle_Shed,BsmtFinType2_GLQ,LandSlope_Sev,MSSubClass_85,LotConfig_FR3,LotConfig_FR2,RoofMatl_WdShngl,BsmtHalfBath,Neighborhood_Blueste,Exterior1st_BrkComm,Neighborhood_Timber,Condition1_Norm,Neighborhood_SWISU,BldgType_2fmCon,Neighborhood_Veenker,Condition1_PosA,SaleCondition_Alloca,SaleType_ConLD,3SsnPorch,LotShape_IR3,Condition1_PosN,BsmtFinType1_LwQ,BsmtFinType1_BLQ,MSZoning_RH,Neighborhood_NPkVill,FireplaceQu_Fa
676,4,3.0,1095.0,1774,779.0,2,1900,1920.0,1,1095,1,60.0,0,0,8,0,1950,0,0,0.0,1,1,1,0,1095.0,0,0,679,2,0,0,0,1,0,0,9600,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,1,0,0,1,1,2,1,2006,0,0,0,0,0,90,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,5,1.0,768.0,792,240.0,1,1924,1924.0,0,792,0,52.0,1,0,5,1,2006,0,0,0.0,1,1,1,0,768.0,1,0,0,8,0,0,1,1,1,0,9022,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,316,0,0,0,1,1,2,1,0,0,0,0,1,0,0,1,1,1,1,2009,0,0,0,0,0,120,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,8,3.0,2046.0,2046,834.0,2,2008,2008.0,0,2046,0,80.0,1,1,7,1,2008,0,1,0.0,0,0,0,1,2046.0,0,0,0,5,0,0,1,0,0,0,11844,464.0,0,0,0,1,1,0,1,0,1,0,1,0,0,322,1,1,0,1,0,3,1,1,0,0,82,1,0,0,1,0,1,0,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,5,2.0,988.0,988,572.0,1,1961,1963.0,1,988,1,64.16933056995386,0,0,5,0,1961,0,0,827.0,1,1,1,0,161.0,1,0,0,5,0,1,0,0,0,1,9945,57.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,3,1,0,0,0,0,1,0,0,1,0,1,1,2007,0,0,1,0,1,0,0,1,0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,6,1.0,923.0,923,264.0,2,1980,1980.0,1,923,1,50.0,0,0,5,0,1980,1,1,543.0,0,0,0,1,261.0,0,0,0,5,0,1,0,1,0,1,8012,0.0,1,0,0,1,0,0,0,1,0,0,1,0,1,80,1,1,0,1,1,2,1,0,0,0,0,1,0,0,1,0,1,1,2010,0,0,0,0,0,0,0,0,0,0,119.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
681,5,1.0,793.0,1520,281.0,1,1932,1968.0,1,848,1,55.0,0,0,6,0,2000,0,0,182.0,1,1,1,0,611.0,1,0,672,5,0,0,1,0,0,0,4500,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,3,1,0,0,0,0,1,0,0,1,0,1,1,2009,0,0,0,0,0,56,0,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
682,6,2.0,1291.0,1291,431.0,1,1996,1996.0,1,1291,0,64.19566807869637,0,1,6,1,1997,1,1,1003.0,0,0,1,1,288.0,0,0,0,5,1,0,0,1,0,0,2887,0.0,1,0,0,1,0,0,0,0,1,0,1,0,0,307,1,1,0,1,1,2,1,0,0,0,0,1,0,0,1,0,1,0,2008,0,0,0,0,1,0,0,1,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,9,3.0,1626.0,1668,702.0,2,2002,2002.0,0,1668,0,90.0,1,1,7,1,2002,1,1,1059.0,0,0,0,1,567.0,0,0,0,5,1,0,1,0,0,0,11248,215.0,0,0,0,1,0,0,0,0,0,0,1,0,1,257,1,1,0,1,1,3,1,1,0,1,45,1,0,0,1,0,1,0,2007,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,7,2.0,1195.0,1839,486.0,2,1998,1998.0,0,1195,1,58.0,1,1,7,0,1998,1,0,0.0,0,1,0,1,1195.0,0,1,644,5,0,0,1,0,0,0,16770,30.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,4,1,0,0,0,81,1,0,0,1,0,1,1,2010,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,7,2.0,1190.0,2090,577.0,2,1984,1984.0,0,1190,0,66.70187622236993,1,0,6,1,1984,1,1,828.0,0,0,0,1,180.0,0,0,900,5,1,1,0,0,0,0,5062,0.0,1,0,0,1,0,0,0,0,0,0,1,1,1,219,1,1,0,1,1,3,1,0,0,0,0,1,0,0,1,0,1,0,2007,0,0,0,0,0,0,0,0,0,0,182.0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,7,2.0,874.0,1761,578.0,3,2007,2007.0,0,874,0,84.0,1,1,7,1,2007,1,0,0.0,0,1,0,1,874.0,0,1,887,6,0,0,1,1,0,0,10207,0.0,1,0,0,1,1,0,0,0,0,0,1,1,0,144,1,1,0,0,0,3,1,0,1,0,105,1,0,0,1,0,1,1,2007,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,7,2.0,551.0,1102,480.0,2,2004,2004.0,0,551,0,55.374695591887374,1,1,4,1,2004,1,0,239.0,0,1,1,0,312.0,1,0,551,5,1,0,0,0,0,0,5105,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,2,1,0,1,0,60,1,0,0,1,0,1,1,2007,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,8,2.0,1419.0,1419,567.0,2,2007,2007.0,0,1419,0,60.0,1,1,7,1,2007,1,1,945.0,0,0,0,1,474.0,0,0,0,6,1,0,0,1,0,0,8089,0.0,0,0,0,1,1,0,0,1,1,0,1,0,0,140,1,1,0,1,0,2,1,0,0,0,0,1,0,0,1,0,1,0,2007,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,6,2.0,1362.0,1362,460.0,2,2005,2005.0,0,1362,0,61.0,1,1,6,1,2006,1,1,20.0,0,0,0,1,1342.0,0,0,0,5,0,0,1,0,0,0,7577,256.0,0,0,0,1,0,0,0,1,1,1,1,0,0,192,1,1,0,1,1,2,1,1,0,0,28,1,0,0,1,0,1,0,2007,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,6,2.0,848.0,848,420.0,1,2004,2004.0,0,848,0,54.28374762814552,1,1,3,1,2004,1,1,697.0,0,0,0,1,151.0,0,0,0,5,1,0,1,1,0,0,4426,147.0,0,0,1,1,0,0,0,1,0,0,1,0,1,149,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,2008,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,10,3.0,2444.0,4316,832.0,3,1994,1994.0,0,2444,0,104.0,0,1,10,0,1995,0,2,1455.0,0,0,0,1,989.0,0,1,1872,6,1,0,0,0,0,0,21535,1170.0,0,0,0,1,0,0,1,0,0,0,1,1,0,382,1,1,1,1,1,4,1,0,0,0,50,1,1,0,1,0,1,0,2007,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,7,2.0,1210.0,2519,628.0,2,1989,1989.0,0,1238,0,42.0,1,1,9,1,1990,1,2,965.0,0,0,0,1,245.0,0,1,1281,5,1,0,0,0,0,0,26178,293.0,0,0,0,1,0,0,1,1,1,0,1,1,0,320,1,1,0,1,1,4,1,0,0,0,27,1,1,0,1,0,1,0,2006,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,5,1.0,1073.0,1073,326.0,1,1921,1968.0,1,1073,1,60.0,0,0,4,0,1968,0,0,0.0,1,1,1,0,1073.0,1,0,0,6,0,0,0,1,1,0,5400,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,1,0,0,0,0,1,0,0,1,1,1,1,2006,0,0,0,0,0,112,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,5,2.0,927.0,1539,576.0,1,1936,1995.0,1,1067,1,51.0,0,0,5,0,1950,0,0,0.0,1,1,1,0,927.0,1,0,472,6,0,0,0,1,0,1,6120,0.0,1,0,1,1,0,0,1,0,0,0,1,0,0,112,1,1,0,0,1,3,1,0,0,0,0,1,0,0,1,0,1,1,2009,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,6,2.0,1112.0,1137,551.0,2,1987,1987.0,1,1137,0,54.0,0,0,5,1,1987,1,1,980.0,0,0,1,1,92.0,0,0,0,6,1,1,0,0,0,0,13811,72.0,0,0,0,1,0,0,0,0,0,0,1,0,1,125,1,1,0,1,1,2,1,0,0,0,0,1,0,0,1,0,1,1,2006,0,0,1,0,0,0,1,0,0,0,40.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,5,1.0,616.0,616,205.0,1,1921,1921.0,1,616,1,50.0,0,0,4,0,1950,0,0,616.0,1,1,1,0,0.0,1,0,0,7,0,1,0,1,1,0,6000,0.0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2,1,0,0,0,0,1,0,0,1,0,1,1,2006,0,0,0,0,1,129,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
697,5,1.0,980.0,1148,308.0,1,1952,1952.0,1,1148,1,57.0,0,1,6,0,1952,0,0,210.0,0,1,1,0,219.0,1,0,0,7,0,0,0,0,0,0,6420,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,1,0,2006,0,0,0,0,1,0,1,1,0,0,551.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
698,5,1.0,894.0,894,336.0,1,1965,1973.0,1,894,1,65.0,0,0,5,0,2009,0,1,553.0,1,0,1,0,224.0,1,0,0,8,1,1,0,1,0,0,8450,0.0,1,0,0,1,0,0,0,0,1,0,1,0,0,416,1,1,0,1,1,3,1,0,0,0,144,1,0,0,1,0,1,1,2010,1,0,0,0,0,0,0,0,0,0,117.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,7,2.0,1391.0,1391,530.0,2,2004,2004.0,0,1391,0,59.0,1,1,5,1,2004,1,0,16.0,0,1,0,1,1375.0,0,0,0,5,1,0,0,0,0,0,4282,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,156,1,1,0,0,1,2,1,0,1,0,158,1,0,0,1,0,1,0,2008,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,8,3.0,1800.0,1800,765.0,2,2002,2002.0,0,1800,0,85.0,1,1,7,1,2002,0,1,1274.0,0,0,0,1,526.0,0,0,0,5,1,0,1,1,0,0,14331,630.0,0,0,0,1,0,0,0,0,1,0,1,0,0,270,1,1,0,1,1,3,1,0,0,0,78,1,1,0,1,0,1,0,2006,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,7,2.0,1164.0,1164,528.0,1,1969,1969.0,1,1164,1,80.0,0,0,6,0,1969,0,0,0.0,1,1,1,1,1164.0,0,0,0,5,0,1,0,1,0,1,9600,168.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,3,1,0,0,0,0,1,0,0,1,0,1,1,2006,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,8,3.0,1234.0,2576,666.0,2,2006,2006.0,0,1264,0,82.0,0,1,10,0,2006,0,1,0.0,0,0,0,0,1234.0,0,1,1312,5,0,0,1,0,0,0,12438,466.0,0,0,0,1,1,0,1,0,1,0,1,1,0,324,1,1,0,1,0,4,1,0,0,0,100,1,0,0,1,0,1,1,2006,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,5,2.0,360.0,1812,672.0,2,1900,1999.0,1,1032,0,76.0,0,0,8,1,1996,1,1,0.0,0,0,1,0,360.0,1,0,780,9,0,0,0,1,0,0,7630,0.0,1,0,1,1,0,0,0,0,0,0,1,1,0,344,0,1,0,0,1,4,1,0,0,0,0,1,0,0,1,1,2,1,2010,1,0,0,0,1,40,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
704,7,2.0,1473.0,1484,606.0,2,2004,2004.0,0,1484,0,70.0,1,1,7,1,2005,1,0,712.0,0,1,0,1,761.0,0,0,0,5,1,0,1,1,0,0,8400,109.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,3,1,0,0,1,35,1,0,0,1,0,1,0,2010,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,144,0,0,0,0,0,0,0
705,4,0.0,0.0,1092,0.0,2,1930,1948.1805555555557,0,372,0,70.0,0,0,7,0,1950,0,0,0.0,0,1,0,0,0.0,0,0,720,5,0,0,1,1,0,0,5600,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,2,0,2010,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3500,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
706,7,2.0,1643.0,1824,739.0,2,1971,1971.0,1,1824,0,184.02409871818355,0,0,5,1,2002,1,2,1219.0,0,0,1,1,424.0,0,0,0,5,1,1,0,0,0,1,115149,351.0,0,0,0,1,0,0,0,0,0,0,1,0,1,380,1,1,0,1,1,2,1,1,0,0,48,1,1,0,1,0,1,0,2007,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
