,OverallQual,GarageCars,KitchenExterQual,GrLivArea,Baths,BsmtQual,YearBuiltRev,LotFrontage,1stFlrSF,HasPconc,YearRemodAdd,TotRmsAbvGrd,BsmtFinSF1,HasFireplaces,NeighGroup_NNS,HeatingQC,HasOpenPorchSF,NeighGroup_BlueSwis,GarageFinish_Unf,GarageType_Detchd,GarageType_Attchd,GarageFinish_Fin,BsmtUnfSF,MSSubClass_60,2ndFlrSF,OverallCond,SaleCondition_Partial,NeighGroup_BEO,BsmtFinType1_GLQ,Foundation_CBlock,MSZoning_RM,GarageQual,GarageFinish_RFn,Exterior1st_VinylSd,HasMasVnrArea,Electrical_SBrkr,LotShape_Reg,HasWoodDeckSF,MasVnrType_None,Neighborhood_NAmes,LotArea,GarageCond,NeighGroup_C3,MSSubClass_30,Neighborhood_NridgHt,CentralAir_Y,NeighGroup_BNS,LotShape_IR1,NeighGroup_STV,PavedDrive_Y,HasVnrStone,Neighborhood_Somerst,HasGarageArea,Neighborhood_NoRidge,BedroomAbvGr,Neighborhood_Gilbert,HouseStyle_2Story,MasVnrType_BrkFace,BsmtExposure_Gd,MSZoning_RL,NeighGroup_BrMeadow,Neighborhood_MeadowV,Foundation_BrkTil,MSZoning_FV,Electrical_FuseA,Neighborhood_CollgCr,Neighborhood_OldTown,GarageType_BuiltIn,BsmtCond,BsmtFinType1_ALQ,BsmtExposure_None,Fence_MnPrv,MSSubClass_160,Neighborhood_BrkSide,Neighborhood_Edwards,MSSubClass_50,Neighborhood_BrDale,Exterior1st_Wd Sdng,BsmtExposure_No,SaleType_COD,Neighborhood_NWAmes,BsmtExposure_Av,Neighborhood_NPkVill,ExterCond,LandContour_Bnk,EnclosedPorch,IsDuplex
89,4,0.0,6.0,990,2.0,4,119,60.0,990,1,1995,5,588.0,0,0,5,0,0,0,0,0,0,402.0,0,0,5,0,0,1,0,0,0,0,1,0,1,1,0,1,0,8070,0,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
192,7,2.0,8.0,1431,3.0,4,124,68.0,1431,1,1999,6,560.0,0,0,5,1,0,0,0,1,1,871.0,0,0,5,0,0,1,0,0,3,0,1,0,1,0,0,1,0,9017,3,1,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
996,5,1.0,6.0,1050,2.0,3,86,67.93671305651289,1050,0,1961,6,915.0,0,0,3,1,1,1,0,1,0,135.0,0,0,6,0,0,0,1,0,3,0,0,0,1,0,0,1,1,10659,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0
1435,6,2.0,8.0,1537,2.5,3,87,80.0,1537,0,2005,7,0.0,1,0,3,1,1,0,0,1,0,1319.0,0,0,9,0,0,0,1,0,3,1,0,1,1,1,0,0,1,8400,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,0,0,0
1198,7,2.0,8.0,1212,2.0,4,126,70.0,1212,1,2001,6,0.0,0,0,5,0,0,0,0,1,0,1212.0,0,0,5,0,0,0,0,0,3,1,1,0,1,1,1,1,0,9100,3,1,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
436,6,2.0,6.0,1118,1.0,2,45,40.0,734,0,1950,6,0.0,0,0,3,0,0,1,1,0,0,648.0,0,384,8,0,1,0,0,1,3,0,0,0,0,1,0,1,0,4400,3,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0
1406,5,2.0,6.0,768,2.0,4,97,70.0,768,0,2007,5,656.0,0,0,3,0,0,1,1,0,0,112.0,0,0,7,0,0,1,1,0,3,0,0,0,1,1,1,1,0,8445,3,1,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
651,4,1.0,6.0,1510,2.0,3,65,60.0,755,0,1950,7,0.0,1,0,3,0,0,1,1,0,0,755.0,0,755,5,0,1,0,1,0,2,0,0,0,1,1,1,1,0,9084,1,0,0,0,1,0,0,0,0,0,0,1,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
1116,8,2.0,8.0,1419,3.5,4,127,62.330903132042614,779,1,2002,7,353.0,1,0,5,0,0,0,0,0,1,55.0,0,640,5,0,0,1,0,0,3,0,1,0,1,1,1,1,0,7750,3,0,0,0,1,1,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
146,5,1.0,6.0,875,2.0,3,56,51.0,875,0,1993,5,209.0,0,0,3,0,0,1,1,0,0,506.0,0,0,7,0,1,0,0,1,2,0,0,0,0,1,1,1,0,6120,3,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0
118,7,3.0,7.0,3222,4.0,4,115,90.0,1699,1,1990,11,1470.0,1,0,4,0,0,1,0,1,0,203.0,1,1523,5,0,0,1,0,0,3,0,0,0,1,1,1,1,0,12376,3,0,0,0,1,1,0,0,1,0,0,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
950,5,2.0,7.0,864,2.0,3,75,60.0,864,0,2002,5,398.0,0,0,4,0,1,0,1,0,0,317.0,0,0,8,0,0,0,1,0,3,1,1,0,1,1,1,1,1,7200,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
1399,6,1.0,7.0,1608,2.5,3,50,51.0,1160,0,1990,7,264.0,1,0,5,1,1,1,1,0,0,712.0,0,448,6,0,0,0,0,0,2,0,0,0,1,1,1,1,0,6171,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0
533,1,0.0,4.0,334,1.0,0,71,50.0,334,0,1950,2,0.0,0,0,2,0,0,0,0,0,0,0.0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,1,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
862,6,2.0,6.0,1097,2.0,4,109,81.0,1097,1,1985,6,338.0,0,0,3,0,0,1,0,1,0,702.0,0,0,5,0,0,1,0,0,3,0,0,0,1,1,0,1,0,9672,3,0,0,0,1,1,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
802,7,2.0,8.0,1456,3.5,4,130,63.0,728,1,2005,7,648.0,1,0,5,1,0,0,0,1,1,80.0,1,728,5,0,0,1,0,0,3,0,0,0,1,1,1,1,0,8199,3,1,0,0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
969,6,1.0,6.0,1095,2.0,3,83,75.0,1095,0,1958,6,513.0,0,0,3,0,1,0,0,1,0,75.0,0,0,5,0,0,0,1,0,3,1,0,1,1,1,0,0,1,10382,3,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1329,7,2.0,6.0,1632,2.5,4,123,63.0,955,1,1998,8,0.0,1,0,4,1,0,0,0,1,1,935.0,1,677,5,0,0,0,0,0,3,0,1,0,1,0,0,1,0,9084,3,0,0,0,1,1,1,0,1,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
942,4,0.0,6.0,1440,4.0,4,102,42.0,1440,1,1977,8,1440.0,0,0,3,0,0,0,0,0,0,0.0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,1,1,0,7711,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
897,5,2.0,6.0,2240,2.0,0,104,64.0,1120,0,1979,12,0.0,0,0,3,0,0,1,1,0,0,0.0,0,1120,5,0,0,0,0,0,3,0,0,0,1,1,1,1,0,7018,3,0,0,0,1,1,0,0,1,0,0,1,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
26,5,2.0,7.0,900,1.5,3,76,60.0,900,0,2000,5,234.0,0,0,3,1,1,1,1,0,0,180.0,0,0,7,0,0,0,1,0,3,0,0,0,1,1,1,1,1,7200,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
676,4,3.0,6.0,1774,3.0,3,25,60.0,1095,0,1950,8,0.0,0,0,2,0,0,1,0,0,0,1095.0,0,679,2,0,1,0,0,1,2,0,0,0,1,1,0,1,0,9600,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,90,0
14,6,1.0,6.0,1253,2.5,3,85,72.54440033039086,1253,0,1960,5,733.0,1,0,3,1,1,0,0,1,0,520.0,0,0,5,0,0,0,1,0,3,1,0,1,1,0,0,0,1,10920,3,0,0,0,1,0,1,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,176,0
500,6,1.0,6.0,1218,1.5,3,98,21.0,672,0,1973,7,356.0,0,0,3,1,0,1,1,0,0,316.0,0,546,5,0,0,0,1,1,3,0,0,1,1,1,1,0,0,1890,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0
887,5,1.0,6.0,1393,1.5,3,80,59.0,872,1,1955,8,0.0,0,0,3,0,0,1,0,1,0,816.0,0,521,7,0,1,0,0,0,3,0,0,0,1,0,1,1,0,16466,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0,0
82,8,3.0,7.0,1563,2.0,4,132,78.0,1563,1,2007,6,33.0,1,0,5,1,0,0,0,1,0,1530.0,0,0,5,0,0,1,0,0,3,1,1,1,1,1,1,0,0,10206,3,0,0,0,1,0,0,1,1,1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
353,6,2.0,6.0,720,1.0,3,53,60.0,720,0,2003,5,0.0,0,0,4,0,0,1,1,0,0,624.0,0,0,8,0,1,0,0,1,3,0,1,0,1,1,1,1,0,8520,3,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0
1224,7,2.0,8.0,1490,3.5,4,129,60.0,788,1,2005,8,724.0,1,0,5,1,0,0,0,1,1,64.0,1,702,5,0,0,1,0,0,3,0,1,0,1,0,1,1,0,15384,3,0,0,0,1,1,1,0,1,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
1371,6,1.0,7.0,1661,2.0,3,80,80.0,1661,0,1996,8,831.0,1,0,4,1,1,0,0,0,0,161.0,0,0,6,0,0,0,1,0,3,1,0,0,1,1,0,1,1,9600,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
1165,7,2.0,8.0,1502,2.0,4,134,79.0,1502,1,2009,7,0.0,0,1,5,1,0,0,0,1,0,1502.0,0,0,5,1,0,0,0,0,3,1,1,1,1,0,0,0,0,9541,3,0,0,1,1,0,1,0,1,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
600,8,2.0,9.0,1904,3.5,4,130,74.0,1058,1,2005,8,546.0,1,1,5,1,0,0,0,0,1,512.0,1,846,5,0,0,1,0,0,3,0,1,1,1,1,1,0,0,10927,3,0,0,1,1,0,0,0,1,0,0,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
875,8,2.0,9.0,2610,2.5,4,132,75.0,1184,1,2007,11,64.0,1,0,5,1,0,0,0,0,1,1120.0,1,1426,5,1,0,1,0,0,3,0,0,0,1,1,1,1,0,9000,3,0,0,0,1,0,0,1,1,0,1,1,0,4,0,1,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
273,6,1.0,6.0,1632,3.0,3,83,80.0,1632,0,1988,6,620.0,1,0,4,0,1,0,0,1,0,0.0,0,0,6,0,0,0,1,0,3,1,0,1,1,1,1,0,1,9600,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0
912,5,1.0,6.0,1015,1.0,3,50,51.0,1015,0,1950,6,489.0,0,0,3,0,0,1,1,0,0,279.0,0,0,7,0,1,0,0,1,3,0,0,0,1,1,0,1,0,6120,3,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,112,0
684,7,2.0,7.0,1839,2.5,4,123,58.0,1195,1,1998,7,0.0,0,1,4,1,0,0,0,1,1,1195.0,1,644,5,0,0,0,0,0,3,0,1,1,1,0,0,0,0,16770,3,0,0,0,1,0,0,0,1,0,0,1,1,4,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
1090,3,2.0,6.0,1040,2.0,0,75,60.0,1040,0,1950,6,0.0,0,0,2,0,1,1,1,0,0,0.0,0,0,4,0,0,0,0,0,3,0,0,0,0,1,0,1,1,8544,3,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
466,7,2.0,6.0,1277,2.0,3,95,85.0,1277,0,1970,5,778.0,1,0,3,0,1,1,0,1,0,499.0,0,0,5,0,0,1,1,0,3,0,0,0,1,1,0,1,1,10628,3,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
1412,4,2.0,6.0,1040,2.0,0,74,60.0,1040,0,1950,6,0.0,0,0,2,0,1,1,1,0,0,0.0,0,0,5,0,0,0,0,0,3,0,0,0,0,1,0,1,1,7200,3,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
1272,5,1.0,6.0,935,2.0,3,90,65.36756737633655,935,0,1965,5,560.0,0,0,3,0,1,1,0,1,0,0.0,0,0,6,0,0,0,1,0,3,0,0,1,1,0,1,0,0,13526,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
662,6,2.0,6.0,1392,2.0,2,93,120.0,1392,0,1968,5,0.0,1,0,4,0,1,0,0,1,0,1392.0,0,0,3,0,0,0,1,0,3,1,0,1,1,1,0,0,1,13560,3,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,240,0
447,7,2.0,8.0,1886,2.5,4,123,69.29171725985742,956,1,1999,10,0.0,1,0,4,0,0,0,0,1,1,930.0,1,930,5,0,0,0,0,0,3,0,1,0,1,0,1,1,0,11214,3,0,0,0,1,1,1,0,1,0,0,1,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
371,4,2.0,6.0,1588,2.0,0,84,80.0,1120,0,1959,7,0.0,1,0,3,1,0,0,1,0,1,0.0,0,468,4,0,0,0,1,0,3,0,0,0,1,1,0,1,0,17120,3,1,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
557,4,1.0,6.0,1336,1.5,3,45,60.0,897,0,1950,7,637.0,0,0,4,1,0,1,0,0,0,0.0,0,439,6,0,0,0,1,0,3,0,0,0,1,1,0,1,0,11040,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,0,120,0
854,5,2.0,6.0,1779,2.5,3,80,102.0,1779,0,1974,6,306.0,1,0,3,1,1,1,0,1,0,372.0,0,0,4,0,0,0,1,0,3,0,0,0,1,1,0,1,0,17920,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
1030,5,0.0,6.0,1928,2.0,3,41,68.43657979910974,948,1,1995,10,0.0,0,0,4,0,1,0,0,0,0,686.0,0,980,8,0,0,0,0,0,0,0,1,0,1,1,0,1,0,7082,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,228,0
271,7,2.0,6.0,1363,2.0,4,79,73.0,1363,0,2005,5,226.0,1,0,5,0,0,1,0,1,0,96.0,0,0,7,0,0,0,1,0,3,0,0,0,1,0,1,1,0,39104,3,1,0,0,1,0,1,0,1,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
605,7,2.0,6.0,1986,2.5,3,90,85.0,1186,0,1990,7,454.0,1,0,3,1,1,1,0,1,0,314.0,1,800,6,0,0,0,1,0,3,0,0,1,1,1,0,0,1,13600,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
449,3,1.0,6.0,1183,1.5,3,73,50.0,679,0,2002,6,331.0,0,0,5,1,0,1,1,0,0,318.0,0,504,7,0,1,0,1,1,3,0,0,0,1,1,0,1,0,6000,3,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0
1244,8,2.0,7.0,1517,1.0,4,54,66.38112448524265,792,1,1950,7,0.0,1,0,2,0,0,1,1,0,0,792.0,0,725,7,0,0,0,0,0,3,0,0,0,1,0,0,1,0,11435,3,1,0,0,1,0,1,0,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
214,6,1.0,6.0,1392,1.5,4,102,70.78459464919878,689,0,1977,6,378.0,0,0,5,1,0,0,0,1,1,311.0,1,703,7,0,0,1,1,0,3,0,0,1,1,0,0,0,0,10900,3,1,0,0,1,0,1,0,1,0,0,1,0,3,0,1,1,0,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
344,5,1.0,6.0,1112,1.5,4,101,36.0,536,0,1976,4,129.0,0,0,3,0,0,1,0,1,0,175.0,0,576,3,0,0,0,1,1,3,0,0,0,1,1,1,1,0,2592,3,0,0,0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0
838,5,1.0,7.0,1099,1.5,4,120,75.0,1099,1,2006,6,0.0,0,0,5,0,0,1,0,1,0,1099.0,0,0,6,0,0,0,0,0,3,0,1,0,1,1,1,1,0,9525,3,1,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
1268,8,3.0,7.0,3447,3.5,3,60,90.31649899988294,1968,0,1997,11,192.0,1,0,5,1,0,1,0,0,0,536.0,0,1479,9,0,0,0,1,0,3,0,0,1,1,0,1,0,0,14100,3,1,0,0,1,0,1,0,1,0,0,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
147,7,2.0,8.0,2035,2.5,4,126,68.06597908388285,884,1,2001,8,0.0,1,0,5,1,0,0,0,0,1,884.0,1,1151,5,0,0,0,0,0,3,0,1,1,1,0,1,0,0,9505,3,0,0,0,1,1,1,0,1,0,0,1,0,3,1,1,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
1308,5,2.0,7.0,1122,2.0,3,73,100.0,1122,0,2005,6,144.0,0,0,5,1,0,1,0,1,0,172.0,0,0,7,0,1,1,1,1,3,0,0,0,1,1,0,1,0,12000,3,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
1102,5,1.0,6.0,1134,1.0,3,85,70.0,1134,0,2002,6,588.0,0,0,5,1,1,0,0,1,0,422.0,0,0,7,0,0,0,1,0,3,1,0,1,1,1,0,0,1,7000,3,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0
723,4,1.0,6.0,1470,2.0,3,79,60.0,997,1,1972,7,0.0,0,0,5,0,0,1,1,0,0,941.0,0,473,6,0,1,0,0,0,3,0,0,0,1,1,0,1,0,8172,3,0,0,0,1,0,0,0,1,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0
412,7,2.0,9.0,1478,3.5,5,134,66.04370935707031,1478,1,2009,7,578.0,1,0,5,1,0,0,0,1,1,892.0,0,0,5,1,0,1,0,0,3,0,0,1,1,0,0,0,0,4403,3,0,0,0,1,0,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
688,8,2.0,8.0,1419,3.0,4,132,60.0,1419,1,2007,7,945.0,1,1,5,0,0,0,0,1,0,474.0,0,0,6,1,0,1,0,0,3,1,0,0,1,1,1,0,0,8089,3,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
1302,8,3.0,8.0,2526,3.5,4,119,92.0,1203,1,1994,8,740.0,1,1,5,1,0,0,0,1,0,425.0,1,1323,5,0,0,1,0,0,3,1,1,1,1,1,1,0,0,10120,3,0,0,0,1,0,0,0,1,0,0,1,1,4,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
783,5,2.0,7.0,1110,2.0,4,103,69.28159822811607,1110,1,1978,4,1097.0,1,0,5,1,1,0,0,1,1,0.0,0,0,6,0,0,1,0,0,3,0,0,1,1,0,1,0,0,9101,3,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0
342,3,2.0,6.0,1040,2.0,0,74,56.617104606450354,1040,0,1950,6,0.0,0,0,2,0,1,1,1,0,0,0.0,0,0,4,0,0,0,0,0,3,0,0,1,0,1,0,0,1,8544,3,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
947,8,3.0,8.0,1629,3.0,4,127,85.0,1629,1,2003,9,1300.0,1,0,5,1,0,0,0,1,1,316.0,0,0,5,0,0,1,0,0,3,0,1,1,1,1,0,0,0,14536,3,0,0,0,1,0,0,1,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
747,7,4.0,8.0,2640,1.5,3,5,65.0,1320,0,2003,8,0.0,1,0,3,0,0,1,1,0,0,1240.0,0,1320,7,0,1,0,0,1,3,0,0,0,1,0,1,1,0,11700,3,0,0,0,0,0,1,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,386,0
173,6,2.0,6.0,1362,2.5,3,86,80.0,1362,0,1961,6,288.0,1,0,3,1,1,1,0,1,0,700.0,0,0,5,0,0,0,1,0,3,0,0,1,1,0,0,0,1,10197,3,0,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0
1009,5,0.0,6.0,1522,2.0,3,51,60.0,1008,0,1950,7,0.0,0,0,5,0,1,0,0,0,0,1008.0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,6000,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,138,0
1016,7,2.0,8.0,1504,3.0,4,121,73.0,1504,1,1996,6,690.0,1,0,5,1,0,0,0,1,1,814.0,0,0,5,0,0,1,0,0,3,0,1,1,1,1,1,0,0,11883,3,1,0,0,1,0,0,0,1,0,0,1,0,3,0,0,1,1,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
738,5,0.0,6.0,1200,6.0,4,112,60.0,1200,0,1988,5,1200.0,0,0,3,0,0,0,0,0,0,0.0,0,0,5,0,1,1,1,0,0,0,0,0,1,1,1,1,0,10800,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
